Anthurium hookeri#Bird nest Anthurium, Cabbage Anthurium#Anthurium#Guyana#Tropical humid#28#18#Strong light #Diffuse light #20#0.61#0.51#1.52#1.22#Water when soil is half dry  &  Can dry between watering
Anthurium X#Tailflower, Wax flower #Anthurium#Cultivar#Tropical#22#18#Strong light #Diffuse light #15#0.25#0.3#0.61#0.61#Water when soil is half dry  &  Can dry between watering
Anthurium schlechtendalii#Bird nest Anthurium, Cabbage Anthurium#Anthurium#Costa rica#Tropical#28#18#Strong light #Diffuse light #36#1.02#0.91#1.83#1.83#Water when soil is half dry  &  Can dry between watering
Anthurium superbum#Bronze Anthurium#Anthurium#Ecuador#Tropical#28#18#Strong light #Diffuse light #20#0.61#0.41#1.52#0.91#Water when soil is half dry  &  Can dry between watering
